time,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w
1763027699.632757,0.598806099,0.086511393,0.212031397,0.653917087,0.754658043,-0.020925296,0.049455351
1763027699.638044,0.598753018,0.086504660,0.211778901,0.653907018,0.754670084,-0.021094302,0.049332340
1763027699.643500,0.598702705,0.086494070,0.211536873,0.653899259,0.754679739,-0.021258467,0.049217135
1763027699.648937,0.598653151,0.086479961,0.211297043,0.653893336,0.754687548,-0.021423062,0.049104549
1763027699.654534,0.598594349,0.086456914,0.211008275,0.653889083,0.754694104,-0.021624194,0.048972427
1763027699.659676,0.598546215,0.086431325,0.210767418,0.653888534,0.754696608,-0.021795055,0.048865392
1763027699.664673,0.598500622,0.086401424,0.210534577,0.653890575,0.754696488,-0.021962153,0.048764293
1763027699.674536,0.598446845,0.086362667,0.210260703,0.653894614,0.754694760,-0.022161055,0.048647263
1763027699.712747,0.598087568,0.086029295,0.208396770,0.653957101,0.754648149,-0.023540840,0.047875633
1763027699.718345,0.598042610,0.085969772,0.208153614,0.653974098,0.754633844,-0.023724548,0.047778415
1763027699.723634,0.598005174,0.085918286,0.207953291,0.653989759,0.754620612,-0.023876238,0.047697512
1763027699.728906,0.597959163,0.085854405,0.207704683,0.654009153,0.754604161,-0.024063770,0.047597100
1763027699.734091,0.597920017,0.085796625,0.207489632,0.654027429,0.754588604,-0.024226312,0.047510790
1763027699.739526,0.597884018,0.085737038,0.207284234,0.654047226,0.754571497,-0.024382424,0.047430019
1763027699.744739,0.597849613,0.085677053,0.207091008,0.654067855,0.754553497,-0.024531297,0.047354925
1763027699.750472,0.597808667,0.085607148,0.206863402,0.654091878,0.754532576,-0.024706015,0.047265297
1763027699.755717,0.597772712,0.085547080,0.206666561,0.654112408,0.754514694,-0.024857205,0.047187726
1763027699.761615,0.597728124,0.085467767,0.206415916,0.654140508,0.754490197,-0.025048853,0.047088597
1763027699.766629,0.597690414,0.085401608,0.206203625,0.654163807,0.754469872,-0.025210272,0.047003915
1763027699.771962,0.597650738,0.085325468,0.205971644,0.654191841,0.754445434,-0.025385778,0.046911293
1763027699.777824,0.597611077,0.085254304,0.205751318,0.654218203,0.754422605,-0.025552072,0.046820892
1763027699.784509,0.597578021,0.085193878,0.205566896,0.654240989,0.754402936,-0.025690085,0.046743979
1763027699.789931,0.597527118,0.085097795,0.205287258,0.654278440,0.754370511,-0.025900521,0.046626680
1763027699.795743,0.597491402,0.085026545,0.205081206,0.654306112,0.754346490,-0.026054577,0.046541143
1763027699.801006,0.597451722,0.084941283,0.204845276,0.654339947,0.754316926,-0.026231379,0.046444489
1763027699.806765,0.597423000,0.084871244,0.204668608,0.654368981,0.754291534,-0.026364772,0.046372805
1763027699.812495,0.597386433,0.084784928,0.204455024,0.654404976,0.754260004,-0.026527089,0.046285182
1763027699.888608,0.596972137,0.083480885,0.201850253,0.654993944,0.753739178,-0.028534031,0.045232868
1763027699.893905,0.596944332,0.083365992,0.201655452,0.655048057,0.753690958,-0.028685991,0.045156647
1763027699.899548,0.596922347,0.083268236,0.201497295,0.655094285,0.753649592,-0.028811225,0.045096638
1763027699.904767,0.596901406,0.083168557,0.201347237,0.655142132,0.753606796,-0.028931589,0.045039793
1763027699.910453,0.596876213,0.083046169,0.201168933,0.655201196,0.753553808,-0.029076388,0.044973069
1763027699.915672,0.596854629,0.082944403,0.201019068,0.655250235,0.753509879,-0.029197527,0.044916277
1763027699.920960,0.596831172,0.082816007,0.200842659,0.655312756,0.753453732,-0.029342244,0.044852074
1763027699.926103,0.596810409,0.082704407,0.200686616,0.655366638,0.753405213,-0.029470232,0.044795882
1763027699.931521,0.596792011,0.082587515,0.200534840,0.655424082,0.753353536,-0.029595425,0.044742196
1763027699.936849,0.596771756,0.082444697,0.200361865,0.655495066,0.753289580,-0.029740350,0.044682441
1763027699.942566,0.596755316,0.082328364,0.200223306,0.655553320,0.753237247,-0.029856014,0.044633274
1763027699.947730,0.596739637,0.082210697,0.200088935,0.655612455,0.753184021,-0.029969759,0.044586721
1763027699.953084,0.596720491,0.082061505,0.199923766,0.655687754,0.753116190,-0.030110660,0.044530019
1763027699.958623,0.596705495,0.081933864,0.199784648,0.655752185,0.753058076,-0.030229774,0.044483689
1763027699.964004,0.596687861,0.081780220,0.199619852,0.655829557,0.752988100,-0.030372339,0.044430270
1763027699.969676,0.596671928,0.081655742,0.199479149,0.655891248,0.752932131,-0.030493877,0.044384936
1763027699.974748,0.596654967,0.081503837,0.199317759,0.655966515,0.752863526,-0.030637330,0.044337098
1763027699.980139,0.596643832,0.081370873,0.199193869,0.656033267,0.752802610,-0.030752288,0.044304633
1763027700.018013,0.596578316,0.080219615,0.198259546,0.656620500,0.752265990,-0.031651345,0.044086490
1763027700.060909,0.596567044,0.079892807,0.198027999,0.656790064,0.752111077,-0.031881085,0.044037514
1763027700.066675,0.596527555,0.078589554,0.197139423,0.657465482,0.751491964,-0.032782196,0.043866715
1763027700.072494,0.596527315,0.078347768,0.197005759,0.657593313,0.751374900,-0.032926299,0.043847813
1763027700.077749,0.596530158,0.078100957,0.196882719,0.657724629,0.751254618,-0.033064965,0.043835518
1763027700.083113,0.596532088,0.077899632,0.196781079,0.657831403,0.751156628,-0.033179372,0.043825408
1763027700.089760,0.596533505,0.077659256,0.196655945,0.657957958,0.751040220,-0.033320425,0.043813792
1763027700.095104,0.596535558,0.077413654,0.196531766,0.658086492,0.750921547,-0.033465064,0.043807117
1763027700.100691,0.596537601,0.077202157,0.196426429,0.658197425,0.750819147,-0.033588305,0.043801604
1763027700.106108,0.596540143,0.076943001,0.196297940,0.658333596,0.750693500,-0.033737742,0.043793849
1763027700.111638,0.596543552,0.076729315,0.196197866,0.658446908,0.750589192,-0.033855032,0.043787987
1763027700.116743,0.596549771,0.076509540,0.196106977,0.658565049,0.750480652,-0.033965706,0.043785561
1763027700.122569,0.596558140,0.076236744,0.195997849,0.658713015,0.750345170,-0.034096769,0.043779725
1763027700.127826,0.596565810,0.075962024,0.195884885,0.658862369,0.750208557,-0.034229178,0.043770379
1763027700.133522,0.596572632,0.075734583,0.195793450,0.658986105,0.750095308,-0.034337689,0.043764117
1763027700.138720,0.596580230,0.075509182,0.195706546,0.659108361,0.749983132,-0.034444067,0.043761277
1763027700.143964,0.596590277,0.075229222,0.195602087,0.659259881,0.749843895,-0.034575649,0.043761341
1763027700.149481,0.596597443,0.074992741,0.195508455,0.659386867,0.749726892,-0.034692033,0.043760828
1763027700.154869,0.596604172,0.074753192,0.195412240,0.659514938,0.749608636,-0.034812302,0.043760949
1763027700.160569,0.596612622,0.074463279,0.195297555,0.659669777,0.749465525,-0.034957430,0.043762947
1763027700.197684,0.596622357,0.074214339,0.195209103,0.659803288,0.749342084,-0.035075315,0.043769896
1763027700.240630,0.596850598,0.070164204,0.194135418,0.662011648,0.747300148,-0.036704455,0.043998080
1763027700.245812,0.596875286,0.069812546,0.194067874,0.662206150,0.747120261,-0.036824921,0.044025603
1763027700.251030,0.596896666,0.069520824,0.194016233,0.662367870,0.746970713,-0.036921303,0.044049797
1763027700.256680,0.596924117,0.069160203,0.193957954,0.662568228,0.746785402,-0.037036635,0.044082081
1763027700.262520,0.596947108,0.068851236,0.193905617,0.662738902,0.746627092,-0.037139005,0.044111129
1763027700.267917,0.596972902,0.068480678,0.193836605,0.662942458,0.746437967,-0.037267886,0.044144755
1763027700.273537,0.596995020,0.068170716,0.193781271,0.663112602,0.746279657,-0.037374950,0.044175279
1763027700.278918,0.597022386,0.067804910,0.193722801,0.663313832,0.746092439,-0.037496435,0.044214076
1763027700.285650,0.597044744,0.067507261,0.193676744,0.663477871,0.745939791,-0.037593644,0.044245130
1763027700.291493,0.597076259,0.067087633,0.193612469,0.663709739,0.745724201,-0.037728577,0.044287593
1763027700.296685,0.597098104,0.066783895,0.193562583,0.663877431,0.745568156,-0.037828019,0.044316162
1763027700.302486,0.597125256,0.066405649,0.193501299,0.664086360,0.745373726,-0.037950869,0.044351481
1763027700.307657,0.597150638,0.066081418,0.193457199,0.664266320,0.745206356,-0.038049430,0.044384938
1763027700.313555,0.597183109,0.065691274,0.193414114,0.664483741,0.745004117,-0.038160887,0.044429097
1763027700.318961,0.597215248,0.065304427,0.193372682,0.664699262,0.744803607,-0.038270707,0.044473276
1763027700.324558,0.597240612,0.064980922,0.193333180,0.664879119,0.744636059,-0.038365987,0.044508055
1763027700.329864,0.597271462,0.064583883,0.193283821,0.665099867,0.744430423,-0.038482576,0.044549274
1763027700.335039,0.597297703,0.064248979,0.193243450,0.665286636,0.744256496,-0.038578616,0.044583037
1763027700.372667,0.597323562,0.063923929,0.193206797,0.665468748,0.744087160,-0.038667837,0.044614252
1763027700.415916,0.597769700,0.058751878,0.192862293,0.668373026,0.741374373,-0.039940661,0.045235878
1763027700.421541,0.597796825,0.058410489,0.192836718,0.668565349,0.741194367,-0.040023033,0.045270810
1763027700.426605,0.597823087,0.058077722,0.192811397,0.668752389,0.741019070,-0.040104277,0.045305641
1763027700.431773,0.597850852,0.057736409,0.192790132,0.668943990,0.740839303,-0.040185787,0.045344894
1763027700.437006,0.597885899,0.057318755,0.192769240,0.669179279,0.740618587,-0.040281208,0.045394399
1763027700.442626,0.597914692,0.056976516,0.192753813,0.669372458,0.740437388,-0.040357008,0.045434230
1763027700.447947,0.597948243,0.056572912,0.192736189,0.669599885,0.740223825,-0.040447515,0.045482662
1763027700.453651,0.597977816,0.056229023,0.192724464,0.669792991,0.740042090,-0.040524491,0.045528247
1763027700.459002,0.598016167,0.055788292,0.192712573,0.670040008,0.739809215,-0.040622934,0.045590306
1763027700.464579,0.598047183,0.055417807,0.192699060,0.670248154,0.739613175,-0.040705876,0.045637978
1763027700.469911,0.598081822,0.054989303,0.192679345,0.670489324,0.739386141,-0.040801737,0.045688134
1763027700.475617,0.598109999,0.054638353,0.192663485,0.670686815,0.739200115,-0.040880167,0.045729270
1763027700.480940,0.598145887,0.054207633,0.192650238,0.670929095,0.738971651,-0.040973763,0.045784506
1763027700.487536,0.598182920,0.053765310,0.192638456,0.671177614,0.738736987,-0.041069478,0.045843052
1763027700.492755,0.598213232,0.053402825,0.192629860,0.671381025,0.738544703,-0.041147829,0.045892050
1763027700.498006,0.598250433,0.052962244,0.192621817,0.671627517,0.738311231,-0.041244081,0.045955790
1763027700.503521,0.598281969,0.052585715,0.192614909,0.671837357,0.738112032,-0.041328420,0.046012316
1763027700.508686,0.598319669,0.052126899,0.192604806,0.672093207,0.737869143,-0.041431214,0.046079107
1763027700.514501,0.598348954,0.051750835,0.192591205,0.672302777,0.737670124,-0.041518419,0.046130533
1763027700.556951,0.598616532,0.048337813,0.192522579,0.674196319,0.735862732,-0.042300176,0.046647958
1763027700.563501,0.598652108,0.047848467,0.192507565,0.674466506,0.735603750,-0.042417357,0.046720901
1763027700.569456,0.598690273,0.047332975,0.192496385,0.674750626,0.735330939,-0.042539667,0.046801838
1763027700.574843,0.598728845,0.046809921,0.192486774,0.675037319,0.735054731,-0.042667155,0.046889788
1763027700.580577,0.598760270,0.046387173,0.192481019,0.675268630,0.734831512,-0.042770654,0.046963792
1763027700.586761,0.598799005,0.045868925,0.192476196,0.675552064,0.734557748,-0.042896405,0.047055920
1763027700.592437,0.598839945,0.045327262,0.192474917,0.675850164,0.734270334,-0.043020086,0.047147953
1763027700.597739,0.598873692,0.044873678,0.192473343,0.676100202,0.734029293,-0.043122109,0.047222695
1763027700.603539,0.598913862,0.044330572,0.192472214,0.676398563,0.733741045,-0.043246925,0.047315822
1763027700.608786,0.598948301,0.043862238,0.192472045,0.676654544,0.733492970,-0.043357542,0.047400241
1763027700.614518,0.598988391,0.043292624,0.192467348,0.676965611,0.733191311,-0.043494989,0.047500261
1763027700.619661,0.599019999,0.042828665,0.192460351,0.677218815,0.732945561,-0.043608487,0.047579310
1763027700.624831,0.599057031,0.042272206,0.192450167,0.677522064,0.732650936,-0.043745841,0.047673282
1763027700.630477,0.599090261,0.041787642,0.192446867,0.677786601,0.732393801,-0.043861639,0.047757642
1763027700.635592,0.599125513,0.041286945,0.192448666,0.678059912,0.732127845,-0.043978684,0.047848277
1763027700.640863,0.599165617,0.040714965,0.192452727,0.678371589,0.731824040,-0.044112657,0.047954115
1763027700.646491,0.599196447,0.040258820,0.192452914,0.678619907,0.731581867,-0.044221270,0.048036332
1763027700.651705,0.599227087,0.039792392,0.192450916,0.678873629,0.731334209,-0.044333469,0.048118876
1763027700.657031,0.599263929,0.039214660,0.192445935,0.679187976,0.731027186,-0.044473190,0.048218935
1763027700.710881,0.599581605,0.034092828,0.192464364,0.681970701,0.728296459,-0.045675934,0.049132075
1763027700.716043,0.599617602,0.033506825,0.192476364,0.682290166,0.727982044,-0.045803590,0.049236884
1763027700.721761,0.599648246,0.033010849,0.192489309,0.682559787,0.727716148,-0.045912569,0.049329497
1763027700.726864,0.599684067,0.032426206,0.192505289,0.682877339,0.727402568,-0.046040871,0.049439533
1763027700.732491,0.599712574,0.031952888,0.192517902,0.683134713,0.727148473,-0.046143318,0.049526370
1763027700.737748,0.599740627,0.031476563,0.192529676,0.683394350,0.726892233,-0.046245198,0.049611003
1763027700.743119,0.599775263,0.030879944,0.192544119,0.683719696,0.726571023,-0.046371590,0.049715554
1763027700.748604,0.599804727,0.030375492,0.192559184,0.683994433,0.726299286,-0.046478225,0.049806835
1763027700.753917,0.599838282,0.029789719,0.192576525,0.684313187,0.725983739,-0.046602454,0.049912538
1763027700.759547,0.599865599,0.029303294,0.192589964,0.684578342,0.725721300,-0.046704376,0.049998026
1763027700.764808,0.599892626,0.028809171,0.192602494,0.684847616,0.725454628,-0.046808050,0.050083442
1763027700.770510,0.599924341,0.028218147,0.192617246,0.685169162,0.725135684,-0.046933650,0.050186716
1763027700.775669,0.599951072,0.027712928,0.192630408,0.685443367,0.724863172,-0.047042539,0.050277008
1763027700.780993,0.599983750,0.027085634,0.192646655,0.685783725,0.724524677,-0.047177352,0.050388545
1763027700.787666,0.600013491,0.026487823,0.192659088,0.686108464,0.724201679,-0.047305329,0.050490290
1763027700.792870,0.600042284,0.025898353,0.192671653,0.686428768,0.723882914,-0.047430902,0.050590147
1763027700.798672,0.600067005,0.025387006,0.192683243,0.686706701,0.723606110,-0.047539139,0.050676611
1763027700.803941,0.600096938,0.024766459,0.192699639,0.687042586,0.723270655,-0.047673129,0.050787064
1763027700.809458,0.600122257,0.024256354,0.192717760,0.687318787,0.722994566,-0.047780305,0.050880201
1763027700.852011,0.600318741,0.019954861,0.192873979,0.689657753,0.720653951,-0.048640665,0.051615447
1763027700.857701,0.600340355,0.019446417,0.192894488,0.689934668,0.720376134,-0.048738811,0.051700068
1763027700.863124,0.600367018,0.018836561,0.192923801,0.690266100,0.720043004,-0.048855754,0.051806677
1763027700.903942,0.600530518,0.014737679,0.193123919,0.692495137,0.717796266,-0.049624229,0.052501723
1763027700.909488,0.600548372,0.014244009,0.193148279,0.692762908,0.717525244,-0.049717290,0.052585506
1763027700.914801,0.600566581,0.013734561,0.193173746,0.693039790,0.717245102,-0.049811265,0.052670440
1763027700.920024,0.600587863,0.013114703,0.193204371,0.693376786,0.716903925,-0.049925171,0.052772166
1763027700.925560,0.600605440,0.012609767,0.193232204,0.693651298,0.716625750,-0.050016182,0.052856560
1763027700.930713,0.600622883,0.012105512,0.193260945,0.693925075,0.716347992,-0.050107154,0.052942018
1763027700.935982,0.600643123,0.011492363,0.193294590,0.694258199,0.716009855,-0.050217584,0.053043938
1763027700.941580,0.600659305,0.010980208,0.193321684,0.694536120,0.715727389,-0.050310925,0.053128715
1763027700.946705,0.600675077,0.010459701,0.193348108,0.694818600,0.715440214,-0.050405809,0.053213481
1763027700.951997,0.600694132,0.009813989,0.193381436,0.695169554,0.715083361,-0.050521160,0.053316763
1763027700.957624,0.600709667,0.009286066,0.193410450,0.695456044,0.714791596,-0.050615876,0.053403535
1763027700.962943,0.600727223,0.008673008,0.193445333,0.695788653,0.714452565,-0.050725028,0.053504135
1763027700.968472,0.600741294,0.008156489,0.193473190,0.696069025,0.714166641,-0.050816620,0.053587010
1763027700.973662,0.600754910,0.007640036,0.193501035,0.696349353,0.713880599,-0.050908244,0.053669718
1763027700.978909,0.600771058,0.007018604,0.193536134,0.696686766,0.713536024,-0.051016953,0.053769283
1763027700.985551,0.600784438,0.006491524,0.193566895,0.696973148,0.713243484,-0.051107653,0.053853052
1763027701.028594,0.600880667,0.002094618,0.193833298,0.699364681,0.710793912,-0.051839033,0.054532068
1763027701.033879,0.600890931,0.001517159,0.193868271,0.699679101,0.710471094,-0.051932058,0.054617480
1763027701.039549,0.600899154,0.001030607,0.193897876,0.699944011,0.710198820,-0.052010375,0.054689269
1763027701.044944,0.600908313,0.000447107,0.193932345,0.700262307,0.709871888,-0.052102107,0.054771936
1763027701.050469,0.600915324,-0.000034652,0.193960606,0.700525507,0.709601581,-0.052176655,0.054838346
1763027701.055750,0.600921832,-0.000507098,0.193988258,0.700783509,0.709336340,-0.052249801,0.054903458
1763027701.061068,0.600928904,-0.001057516,0.194020380,0.701084178,0.709027112,-0.052334634,0.054978582
1763027701.066780,0.600934448,-0.001515754,0.194047247,0.701334080,0.708769739,-0.052405860,0.055041836
1763027701.072475,0.600940716,-0.002071050,0.194079826,0.701636821,0.708457708,-0.052492200,0.055118481
1763027701.077556,0.600945357,-0.002537121,0.194106359,0.701891262,0.708195448,-0.052563615,0.055180517
1763027701.082848,0.600949162,-0.003002013,0.194131181,0.702146376,0.707933068,-0.052631855,0.055237304
1763027701.089453,0.600953780,-0.003633647,0.194164252,0.702493339,0.707576215,-0.052722521,0.055311623
1763027701.094841,0.600956756,-0.004086505,0.194188732,0.702741585,0.707320392,-0.052788550,0.055366558
1763027701.100552,0.600960331,-0.004654961,0.194220509,0.703051849,0.706999779,-0.052875143,0.055440573
1763027701.105848,0.600963270,-0.005211519,0.194251333,0.703355465,0.706685781,-0.052959529,0.055512313
1763027701.110929,0.600964964,-0.005664085,0.194275207,0.703602946,0.706429958,-0.053026713,0.055567543
1763027701.116118,0.600966042,-0.006125322,0.194298314,0.703856200,0.706168592,-0.053092466,0.055619533
1763027701.121753,0.600966679,-0.006587366,0.194320939,0.704110350,0.705906451,-0.053156807,0.055669394
1763027701.126979,0.600966805,-0.007125749,0.194347026,0.704406378,0.705600798,-0.053231924,0.055727033
1763027701.168634,0.600966579,-0.007576192,0.194368825,0.704654011,0.705344975,-0.053294598,0.055775063
1763027701.207510,0.600920976,-0.013953632,0.194652478,0.708166778,0.701704628,-0.054145279,0.056380101
1763027701.212880,0.600915255,-0.014358235,0.194668249,0.708390057,0.701472519,-0.054197159,0.056413343
1763027701.218497,0.600907709,-0.014827767,0.194684056,0.708650351,0.701202519,-0.054254564,0.056446139
1763027701.223815,0.600899896,-0.015287707,0.194699329,0.708906949,0.700937015,-0.054305462,0.056472542
1763027701.229043,0.600893223,-0.015666711,0.194711934,0.709118724,0.700717912,-0.054346408,0.056493329
1763027701.234493,0.600886206,-0.016044878,0.194724350,0.709330142,0.700499147,-0.054386770,0.056513251
1763027701.239806,0.600877563,-0.016494800,0.194738953,0.709581554,0.700238860,-0.054434804,0.056536636
1763027701.245530,0.600870189,-0.016862054,0.194750410,0.709787190,0.700026058,-0.054472690,0.056554132
1763027701.250841,0.600862418,-0.017227204,0.194761190,0.709992170,0.699814113,-0.054509029,0.056569245
1763027701.255936,0.600852370,-0.017668188,0.194772728,0.710240304,0.699557770,-0.054551384,0.056584034
1763027701.261483,0.600843789,-0.018022047,0.194780703,0.710440457,0.699351461,-0.054582663,0.056591841
1763027701.266683,0.600835156,-0.018364124,0.194787839,0.710634291,0.699151745,-0.054611766,0.056597546
1763027701.272439,0.600824447,-0.018784732,0.194797433,0.710872054,0.698906359,-0.054648814,0.056606802
1763027701.277760,0.600815242,-0.019141190,0.194805982,0.711073160,0.698698479,-0.054681344,0.056616088
1763027701.282965,0.600804229,-0.019547156,0.194814472,0.711302817,0.698461363,-0.054716237,0.056623188
1763027701.289657,0.600792983,-0.019944861,0.194821899,0.711528540,0.698228500,-0.054748557,0.056627371
1763027701.294748,0.600783037,-0.020285252,0.194827742,0.711721957,0.698029137,-0.054775339,0.056629352
1763027701.300418,0.600770895,-0.020680990,0.194833230,0.711947918,0.697796607,-0.054803642,0.056627226
1763027701.309613,0.600760846,-0.020990757,0.194836327,0.712125897,0.697613931,-0.054822928,0.056621226
1763027701.347783,0.600677599,-0.023359489,0.194852967,0.713503957,0.696206026,-0.054914340,0.056512945
1763027701.353493,0.600665938,-0.023653264,0.194852270,0.713676333,0.696030366,-0.054921934,0.056492505
1763027701.359065,0.600653891,-0.023941194,0.194849297,0.713845611,0.695858105,-0.054928809,0.056469401
1763027701.364582,0.600644397,-0.024163901,0.194846933,0.713978231,0.695723859,-0.054929049,0.056446473
1763027701.369913,0.600634138,-0.024407523,0.194845281,0.714125395,0.695575861,-0.054922348,0.056415432
1763027701.375795,0.600626175,-0.024604127,0.194845386,0.714244783,0.695456041,-0.054913815,0.056389184
1763027701.381072,0.600616148,-0.024842685,0.194844663,0.714390516,0.695310091,-0.054901788,0.056354539
1763027701.386892,0.600606206,-0.025063820,0.194841393,0.714528203,0.695173541,-0.054883133,0.056312226
1763027701.392552,0.600598335,-0.025228062,0.194837201,0.714633286,0.695070564,-0.054861212,0.056270773
1763027701.397764,0.600590003,-0.025405817,0.194833821,0.714749753,0.694957713,-0.054828235,0.056218046
1763027701.402967,0.600583653,-0.025544578,0.194831948,0.714841962,0.694868862,-0.054797893,0.056173401
1763027701.408734,0.600577372,-0.025678158,0.194829448,0.714931846,0.694782636,-0.054765826,0.056126835
1763027701.414979,0.600570391,-0.025815187,0.194824870,0.715027809,0.694692289,-0.054721995,0.056065990
1763027701.420585,0.600564393,-0.025928863,0.194820345,0.715111434,0.694615225,-0.054672839,0.056002083
1763027701.425773,0.600560140,-0.026021693,0.194819362,0.715180218,0.694551867,-0.054630143,0.055950597
1763027701.430903,0.600555635,-0.026126075,0.194819224,0.715259194,0.694479753,-0.054576594,0.055888491
1763027701.436049,0.600552225,-0.026195526,0.194817777,0.715316176,0.694429445,-0.054527592,0.055832336
1763027701.441797,0.600549124,-0.026249223,0.194814808,0.715365350,0.694387863,-0.054474201,0.055771617
1763027701.452067,0.600545736,-0.026299872,0.194809571,0.715418339,0.694345048,-0.054404428,0.055692715
1763027701.491596,0.600549871,-0.026126919,0.194795347,0.715531468,0.694333836,-0.053730029,0.055030552
1763027701.496842,0.600554596,-0.026029751,0.194797416,0.715509772,0.694373019,-0.053615610,0.054929392
1763027701.502563,0.600559596,-0.025940494,0.194802205,0.715487778,0.694409977,-0.053516106,0.054845343
1763027701.507710,0.600566353,-0.025817033,0.194808082,0.715452433,0.694463945,-0.053393537,0.054743047
1763027701.513564,0.600572742,-0.025696011,0.194813039,0.715413868,0.694518874,-0.053286414,0.054654486
1763027701.518840,0.600579142,-0.025557739,0.194814948,0.715366840,0.694583347,-0.053174796,0.054559492
1763027701.524445,0.600587322,-0.025381217,0.194817720,0.715305030,0.694666504,-0.053037964,0.054444022
1763027701.529833,0.600596010,-0.025202495,0.194821708,0.715241432,0.694751228,-0.052901805,0.054331003
1763027701.535490,0.600603567,-0.025042407,0.194825032,0.715182185,0.694828247,-0.052787469,0.054236684
1763027701.540770,0.600613339,-0.024822264,0.194827726,0.715096712,0.694936419,-0.052643366,0.054117733
1763027701.546395,0.600621970,-0.024618333,0.194828575,0.715015948,0.695037430,-0.052515901,0.054011395
1763027701.551679,0.600631582,-0.024411621,0.194833471,0.714934409,0.695139569,-0.052383342,0.053904860
1763027701.556963,0.600644224,-0.024169742,0.194845239,0.714839697,0.695258458,-0.052223633,0.053782775
1763027701.562991,0.600654626,-0.023957184,0.194853046,0.714754939,0.695363779,-0.052088847,0.053677816
1763027701.568556,0.600666247,-0.023677823,0.194855309,0.714641571,0.695503404,-0.051921741,0.053540217
1763027701.573800,0.600675577,-0.023429526,0.194852229,0.714539945,0.695628065,-0.051777678,0.053416826
1763027701.579052,0.600687920,-0.023134944,0.194853476,0.714419186,0.695775782,-0.051605221,0.053274579
1763027701.585632,0.600698550,-0.022881905,0.194857332,0.714314401,0.695903209,-0.051459067,0.053156938
1763027701.590863,0.600714336,-0.022498421,0.194862957,0.714154184,0.696096765,-0.051242946,0.052983413
1763027701.633801,0.600825411,-0.019780243,0.194924477,0.712986112,0.697482937,-0.049794099,0.051854825
1763027701.639035,0.600841265,-0.019354445,0.194932461,0.712800860,0.697700757,-0.049574172,0.051681987
1763027701.644603,0.600852685,-0.018990999,0.194931481,0.712642133,0.697886965,-0.049392094,0.051530744
1763027701.649928,0.600867306,-0.018537320,0.194929768,0.712443709,0.698119481,-0.049164646,0.051341781
1763027701.655488,0.600881913,-0.018163283,0.194937818,0.712279856,0.698311068,-0.048972868,0.051193161
1763027701.660833,0.600895819,-0.017778965,0.194948216,0.712111473,0.698507636,-0.048776245,0.051041670
1763027701.666481,0.600911291,-0.017294878,0.194954061,0.711898029,0.698755905,-0.048535688,0.050849144
1763027701.671819,0.600925762,-0.016817747,0.194957874,0.711687386,0.699000666,-0.048299887,0.050658194
1763027701.677487,0.600936203,-0.016400647,0.194953783,0.711502552,0.699215010,-0.048098986,0.050487348
1763027701.682879,0.600949159,-0.015884382,0.194949756,0.711273313,0.699480285,-0.047851294,0.050277932
1763027701.689466,0.600963850,-0.015374502,0.194955526,0.711047471,0.699741540,-0.047599787,0.050075427
1763027701.694989,0.600977497,-0.014837839,0.194957418,0.710808456,0.700017076,-0.047341180,0.049862407
1763027701.700581,0.600989398,-0.014388681,0.194961711,0.710608065,0.700247581,-0.047124474,0.049687040
1763027701.705979,0.601002464,-0.013835049,0.194962246,0.710360289,0.700532031,-0.046861120,0.049468519
1763027701.711091,0.601011782,-0.013362485,0.194957184,0.710147977,0.700775185,-0.046641636,0.049280398
1763027701.716583,0.601021942,-0.012892127,0.194956151,0.709936380,0.701017123,-0.046421221,0.049096135
1763027701.721767,0.601033999,-0.012307761,0.194955090,0.709673166,0.701317508,-0.046148503,0.048867753
1763027701.727537,0.601044086,-0.011814699,0.194955828,0.709450364,0.701571132,-0.045919372,0.048677664
1763027701.732698,0.601053556,-0.011312988,0.194955049,0.709223330,0.701829211,-0.045687633,0.048483352
1763027701.775062,0.601102010,-0.006919498,0.194877704,0.707223237,0.704087555,-0.043716347,0.046743042
1763027701.835874,0.601114551,-0.000763006,0.194768279,0.704393053,0.707238495,-0.041002370,0.044305291
1763027701.841634,0.601103082,0.000666847,0.194718958,0.703729504,0.707969546,-0.040395549,0.043727594
1763027701.846897,0.601098974,0.001269344,0.194705382,0.703450835,0.708276331,-0.040133040,0.043484663
1763027701.852591,0.601094841,0.002002497,0.194696537,0.703110758,0.708649635,-0.039812536,0.043196506
1763027701.857860,0.601090851,0.002628141,0.194690169,0.702819522,0.708968401,-0.039541082,0.042953388
1763027701.863667,0.601084038,0.003366846,0.194677489,0.702474499,0.709345162,-0.039226255,0.042665300
1763027701.870886,0.601074258,0.004231173,0.194659571,0.702069406,0.709786236,-0.038862676,0.042328840
1763027701.876568,0.601065484,0.004988045,0.194647260,0.701714651,0.710171878,-0.038541975,0.042034971
1763027701.881944,0.601058531,0.005616603,0.194641435,0.701420215,0.710491598,-0.038272479,0.041792270
1763027701.888755,0.601048392,0.006507720,0.194636706,0.701003367,0.710943818,-0.037885931,0.041446798
1763027701.894527,0.601036795,0.007265068,0.194624597,0.700647296,0.711328745,-0.037566836,0.041152521
1763027701.899763,0.601026003,0.007894387,0.194612390,0.700351544,0.711648285,-0.037300628,0.040903852
1763027701.905073,0.601014745,0.008634959,0.194608088,0.700002938,0.712023973,-0.036984248,0.040619018
