time,iiwa_joint_1,iiwa_joint_2,iiwa_joint_3,iiwa_joint_4,iiwa_joint_5,iiwa_joint_6,iiwa_joint_7
1763027698.232939,0.327755064,0.749567449,-0.280374169,-1.441709995,0.115927145,0.817933738,1.518474698
1763027698.238985,0.327755183,0.749567389,-0.280374110,-1.441710234,0.115927435,0.817933917,1.518474698
1763027698.244788,0.327755243,0.749567449,-0.280373991,-1.441710234,0.115927145,0.817933917,1.518474698
1763027698.250871,0.327755243,0.749567389,-0.280373991,-1.441710353,0.115927435,0.817933917,1.518474698
1763027698.256668,0.327755243,0.749567389,-0.280373871,-1.441710234,0.115927145,0.817933738,1.518474698
1763027698.279814,0.327755302,0.749567211,-0.280373812,-1.441710234,0.115927145,0.817933738,1.518474698
1763027698.287048,0.327755302,0.749567270,-0.280373812,-1.441710114,0.115927145,0.817933798,1.518474698
1763027698.292725,0.327755302,0.749567270,-0.280373693,-1.441710234,0.115927145,0.817933738,1.518474698
1763027698.298647,0.327755302,0.749567389,-0.280373454,-1.441710353,0.115927145,0.817933619,1.518474698
1763027698.304687,0.327755243,0.749567330,-0.280373454,-1.441710234,0.115927242,0.817933917,1.518474698
1763027698.310759,0.327755302,0.749567389,-0.280373573,-1.441710353,0.115927145,0.817933798,1.518474698
1763027698.316627,0.327755183,0.749567389,-0.280373693,-1.441710353,0.115927242,0.817933738,1.518474698
1763027698.322620,0.327755183,0.749567330,-0.280373693,-1.441710353,0.115927145,0.817933798,1.518474698
1763027698.328033,0.327755183,0.749567389,-0.280373693,-1.441710353,0.115927145,0.817933917,1.518474698
1763027698.334075,0.327755243,0.749567330,-0.280373573,-1.441710353,0.115927145,0.817933917,1.518474698
1763027698.339967,0.327755243,0.749567330,-0.280373693,-1.441710353,0.115927339,0.817933798,1.518474698
1763027698.345865,0.327755183,0.749567389,-0.280373573,-1.441710234,0.115927339,0.817933798,1.518474698
1763027698.351757,0.327755183,0.749567270,-0.280373693,-1.441710234,0.115927145,0.817933798,1.518474698
1763027698.357039,0.327755183,0.749567330,-0.280373812,-1.441710353,0.115927145,0.817933738,1.518474936
1763027698.362843,0.327755243,0.749567330,-0.280373693,-1.441710353,0.115927145,0.817933738,1.518474698
1763027698.368872,0.327755183,0.749567270,-0.280373693,-1.441710353,0.115927145,0.817933798,1.518474936
1763027698.374867,0.327755243,0.749567330,-0.280373693,-1.441710234,0.115927435,0.817933917,1.518474698
1763027698.380705,0.327755243,0.749567449,-0.280373693,-1.441710234,0.115927145,0.817933738,1.518474698
1763027698.386642,0.327755183,0.749567449,-0.280373812,-1.441710234,0.115927242,0.817933738,1.518474698
1763027698.446545,0.327755243,0.749567389,-0.280373573,-1.441710353,0.115927145,0.817933917,1.518474817
1763027698.456980,0.327755183,0.749567628,-0.280373812,-1.441710353,0.115927145,0.817933917,1.518474698
1763027698.496003,0.327747405,0.749592721,-0.280350864,-1.441723585,0.115904234,0.817899108,1.518475890
1763027698.502723,0.327747405,0.749624848,-0.280350327,-1.441723704,0.115904041,0.817899168,1.518475890
1763027698.508852,0.327747285,0.749700248,-0.280350566,-1.441721678,0.115903661,0.817899108,1.518475890
1763027698.514840,0.327747464,0.749795318,-0.280354053,-1.441712499,0.115903273,0.817898870,1.518475890
1763027698.520775,0.327747464,0.749893308,-0.280355424,-1.441704035,0.115902893,0.817898452,1.518475890
1763027698.526980,0.327747405,0.750002444,-0.280354708,-1.441703677,0.115902893,0.817897975,1.518475890
1763027698.532820,0.327747464,0.750085413,-0.280353516,-1.441707492,0.115902796,0.817897797,1.518476129
1763027698.538812,0.327747405,0.750202000,-0.280351460,-1.441713214,0.115902893,0.817897916,1.518476248
1763027698.544764,0.327747405,0.750340402,-0.280350029,-1.441714048,0.115902893,0.817897558,1.518476129
1763027698.550777,0.327747464,0.750508904,-0.280349493,-1.441712976,0.115902796,0.817897558,1.518476129
1763027698.557676,0.327747285,0.750739753,-0.280349731,-1.441711307,0.115902700,0.817897379,1.518476129
1763027698.563632,0.327747524,0.750943124,-0.280350149,-1.441711426,0.115902700,0.817897260,1.518476129
1763027698.569618,0.327747524,0.751166344,-0.280350029,-1.441712141,0.115902603,0.817897260,1.518476248
1763027698.613820,0.327749789,0.753342211,-0.280335575,-1.441710591,0.115902223,0.817896366,1.518476129
1763027698.619889,0.327749670,0.753805637,-0.280339539,-1.441709638,0.115902223,0.817896128,1.518476248
1763027698.626127,0.327749670,0.754205167,-0.280343562,-1.441706538,0.115902126,0.817895532,1.518476248
1763027698.632600,0.327749252,0.754607320,-0.280343205,-1.441707015,0.115902126,0.817895353,1.518476129
1763027698.638664,0.327749193,0.755027950,-0.280341446,-1.441707492,0.115902029,0.817895353,1.518476129
1763027698.644667,0.327749312,0.755475283,-0.280339420,-1.441707253,0.115902029,0.817895114,1.518476248
1763027698.650647,0.327749431,0.755942225,-0.280337393,-1.441706657,0.115902029,0.817894936,1.518476129
1763027698.656800,0.327749550,0.756411195,-0.280334979,-1.441706181,0.115901835,0.817894936,1.518476129
1763027698.662754,0.327749372,0.756897449,-0.280333132,-1.441706896,0.115901835,0.817894936,1.518476248
1763027698.668479,0.327749312,0.757415175,-0.280334562,-1.441706896,0.115901835,0.817894936,1.518476248
1763027698.674045,0.327749252,0.757945836,-0.280338764,-1.441706657,0.115901835,0.817894757,1.518475890
1763027698.679965,0.327749252,0.758463144,-0.280340552,-1.441706538,0.115901835,0.817894638,1.518476129
1763027698.687095,0.327749252,0.759072304,-0.280338883,-1.441708207,0.115901835,0.817894757,1.518476248
1763027698.693082,0.327749252,0.759635329,-0.280334562,-1.441707730,0.115901642,0.817894518,1.518476129
1763027698.699627,0.327749312,0.760208607,-0.280334324,-1.441706777,0.115901738,0.817894518,1.518476129
1763027698.705696,0.327749431,0.760789156,-0.280331403,-1.441707134,0.115901835,0.817894399,1.518476129
1763027698.711615,0.327749431,0.761413872,-0.280328870,-1.441707373,0.115901835,0.817894220,1.518476129
1763027698.717858,0.327749312,0.762067199,-0.280330449,-1.441706181,0.115901738,0.817893922,1.518476129
1763027698.723730,0.327749550,0.762813985,-0.280333489,-1.441704988,0.115901738,0.817893982,1.518476129
1763027698.767995,0.327749550,0.763365328,-0.280329764,-1.441704869,0.115901835,0.817893565,1.518476129
1763027698.774001,0.327755123,0.768806100,-0.280318260,-1.441698074,0.115901738,0.817892492,1.518476248
1763027698.780069,0.327755421,0.769575000,-0.280317605,-1.441699743,0.115901835,0.817892969,1.518476129
1763027698.787696,0.327755779,0.770478487,-0.280317605,-1.441699028,0.115901835,0.817892969,1.518476248
1763027698.794525,0.327756733,0.771376848,-0.280315161,-1.441699028,0.115902126,0.817892969,1.518476248
1763027698.799870,0.327756792,0.772155762,-0.280312985,-1.441698909,0.115902126,0.817893088,1.518476248
1763027698.805711,0.327756673,0.772933125,-0.280311733,-1.441698790,0.115902126,0.817892969,1.518476248
1763027698.810937,0.327756792,0.773593783,-0.280310065,-1.441698670,0.115901835,0.817892849,1.518476129
1763027698.816605,0.327756673,0.774379909,-0.280311018,-1.441698313,0.115901835,0.817892671,1.518476129
1763027698.821708,0.327756613,0.775024414,-0.280310959,-1.441698551,0.115901835,0.817892849,1.518476248
1763027698.827464,0.327756554,0.775674284,-0.280311137,-1.441698074,0.115902126,0.817892849,1.518476248
1763027698.832775,0.327756435,0.776321948,-0.280311078,-1.441698074,0.115902223,0.817892849,1.518476367
1763027698.838012,0.327756375,0.777108014,-0.280311137,-1.441698074,0.115902223,0.817892849,1.518476129
1763027698.843157,0.327756375,0.777769744,-0.280311197,-1.441697717,0.115902126,0.817892849,1.518476129
1763027698.848822,0.327756375,0.778547585,-0.280310720,-1.441696286,0.115902126,0.817892790,1.518476248
1763027698.854101,0.327756315,0.779211998,-0.280309111,-1.441697717,0.115902126,0.817893088,1.518476129
1763027698.859840,0.327756375,0.779886544,-0.280307055,-1.441696763,0.115902126,0.817892849,1.518476248
1763027698.865509,0.327756375,0.780704558,-0.280307472,-1.441698670,0.115902126,0.817892849,1.518476248
1763027698.870631,0.327756375,0.781573713,-0.280301601,-1.441699624,0.115902126,0.817893207,1.518476248
1763027698.875940,0.327756613,0.782298505,-0.280301601,-1.441695929,0.115902126,0.817893088,1.518476129
1763027698.918410,0.327778310,0.788512051,-0.280279070,-1.441688418,0.115902223,0.817893088,1.518476248
1763027698.923755,0.327793896,0.789406419,-0.280274540,-1.441689014,0.115902506,0.817893565,1.518476248
1763027698.928992,0.327811629,0.790145338,-0.280273795,-1.441685915,0.115902223,0.817893267,1.518476248
1763027698.934569,0.327833325,0.790882289,-0.280276984,-1.441685796,0.115902312,0.817893505,1.518476248
1763027698.939715,0.327861369,0.791765392,-0.280274898,-1.441684484,0.115902223,0.817893505,1.518476129
1763027698.945612,0.327887565,0.792488873,-0.280277878,-1.441684484,0.115902223,0.817893386,1.518476248
1763027698.950854,0.327918828,0.793356895,-0.280275613,-1.441684246,0.115902223,0.817893386,1.518476367
1763027698.956046,0.327946216,0.794063568,-0.280276209,-1.441683292,0.115902312,0.817893267,1.518476129
1763027698.961586,0.327981800,0.794897735,-0.280275315,-1.441682220,0.115902312,0.817893267,1.518476248
1763027698.966856,0.328012317,0.795590460,-0.280273855,-1.441680431,0.115902312,0.817893386,1.518476248
1763027698.972502,0.328042030,0.796275914,-0.280275077,-1.441678286,0.115902506,0.817893505,1.518476367
1763027698.977843,0.328077495,0.797105014,-0.280272126,-1.441676855,0.115902506,0.817893386,1.518476248
1763027699.015919,0.328271538,0.802503645,-0.280002713,-1.441670656,0.115902796,0.817894220,1.518476248
1763027699.020907,0.328292996,0.803220868,-0.279919207,-1.441669703,0.115902796,0.817894101,1.518476248
1763027699.026627,0.328315824,0.803923607,-0.279823989,-1.441668391,0.115902603,0.817893982,1.518476248
1763027699.031776,0.328340501,0.804623127,-0.279720783,-1.441668391,0.115902893,0.817894518,1.518476248
1763027699.037048,0.328365773,0.805332482,-0.279604077,-1.441667795,0.115902796,0.817894399,1.518476367
1763027699.042865,0.328396112,0.806150436,-0.279456437,-1.441665530,0.115902796,0.817894220,1.518476248
1763027699.048031,0.328420728,0.806825221,-0.279323041,-1.441666484,0.115903080,0.817894340,1.518476367
1763027699.090895,0.328572452,0.812370479,-0.277761370,-1.441665530,0.115902796,0.817894816,1.518476248
1763027699.095978,0.328593373,0.813135147,-0.277510792,-1.441665173,0.115902893,0.817894757,1.518476248
1763027699.101660,0.328607142,0.813747346,-0.277294099,-1.441663980,0.115902700,0.817894757,1.518476367
1763027699.106883,0.328619719,0.814463973,-0.277020276,-1.441663623,0.115902893,0.817894816,1.518476605
1763027699.112464,0.328624338,0.815058887,-0.276776522,-1.441663504,0.115902796,0.817894936,1.518476367
1763027699.117915,0.328624517,0.815759063,-0.276471287,-1.441663623,0.115902796,0.817894936,1.518476367
1763027699.123526,0.328624338,0.816350102,-0.276217341,-1.441663265,0.115903080,0.817894936,1.518476367
1763027699.128728,0.328624517,0.817057490,-0.275920898,-1.441663146,0.115902983,0.817895055,1.518476367
1763027699.133962,0.328624696,0.817621648,-0.275674134,-1.441663146,0.115903080,0.817895114,1.518476486
1763027699.139530,0.328625709,0.818184972,-0.275413901,-1.441664696,0.115903080,0.817895114,1.518476367
1763027699.144747,0.328627527,0.818877816,-0.275074154,-1.441664338,0.115902893,0.817895114,1.518476367
1763027699.150091,0.328627408,0.819447458,-0.274776876,-1.441664577,0.115902893,0.817895114,1.518476367
1763027699.155622,0.328626633,0.820135951,-0.274418920,-1.441665173,0.115902983,0.817895114,1.518476367
1763027699.160868,0.328626692,0.820735693,-0.274122298,-1.441665411,0.115902893,0.817895114,1.518476367
1763027699.200687,0.328633040,0.825373471,-0.271649301,-1.441663623,0.115902700,0.817894936,1.518476367
1763027699.205996,0.328632623,0.826059461,-0.271251440,-1.441664100,0.115902796,0.817895114,1.518476605
1763027699.211456,0.328628421,0.826637626,-0.270904243,-1.441663980,0.115902796,0.817895114,1.518476248
1763027699.216608,0.328616858,0.827215314,-0.270557731,-1.441665292,0.115902700,0.817895055,1.518476367
1763027699.221806,0.328603923,0.827900290,-0.270158589,-1.441665292,0.115902796,0.817895353,1.518476367
1763027699.264694,0.328512043,0.832660139,-0.267344147,-1.441664815,0.115902796,0.817895114,1.518476367
1763027699.270042,0.328507185,0.833302677,-0.266912133,-1.441664696,0.115902796,0.817895114,1.518476367
1763027699.275749,0.328489453,0.833935499,-0.266487151,-1.441664696,0.115902506,0.817894936,1.518476367
1763027699.280987,0.328467220,0.834470391,-0.266150832,-1.441664815,0.115902506,0.817895114,1.518476367
1763027699.287700,0.328444988,0.835213304,-0.265678525,-1.441664815,0.115902603,0.817895114,1.518476248
1763027699.293141,0.328437984,0.835747480,-0.265327871,-1.441664696,0.115902700,0.817894936,1.518476367
1763027699.298855,0.328429133,0.836398304,-0.264886171,-1.441664338,0.115902506,0.817895055,1.518476367
1763027699.304693,0.328415930,0.836925626,-0.264533311,-1.441664577,0.115902700,0.817895114,1.518476367
1763027699.310656,0.328396231,0.837540805,-0.264121354,-1.441664934,0.115902506,0.817895114,1.518476367
1763027699.315969,0.328388989,0.838183939,-0.263701677,-1.441666484,0.115902603,0.817895114,1.518476248
1763027699.321491,0.328386694,0.838718653,-0.263336509,-1.441666007,0.115902506,0.817894936,1.518476367
1763027699.326843,0.328380406,0.839353263,-0.262886852,-1.441666245,0.115902506,0.817894816,1.518476367
1763027699.332440,0.328364402,0.839901209,-0.262522370,-1.441668034,0.115902700,0.817895114,1.518476367
1763027699.337693,0.328339905,0.840578258,-0.262097090,-1.441666365,0.115902506,0.817895055,1.518476367
1763027699.342974,0.328324437,0.841126800,-0.261748880,-1.441665649,0.115902700,0.817895114,1.518476367
1763027699.348027,0.328310847,0.841668308,-0.261388361,-1.441665649,0.115902603,0.817894757,1.518476367
1763027699.353645,0.328295559,0.842234969,-0.261009902,-1.441666722,0.115902603,0.817895234,1.518476367
1763027699.359628,0.328263670,0.843017220,-0.260496855,-1.441665649,0.115902506,0.817894757,1.518476367
1763027699.364984,0.328236789,0.843563437,-0.260153145,-1.441666007,0.115902603,0.817894936,1.518476248
1763027699.413669,0.328212440,0.844131470,-0.259800971,-1.441666484,0.115902603,0.817895353,1.518476367
1763027699.417716,0.327939630,0.849097848,-0.256539524,-1.441663027,0.115902223,0.817894816,1.518476605
1763027699.424633,0.327891797,0.849943757,-0.256026536,-1.441664696,0.115902506,0.817895055,1.518476367
1763027699.429952,0.327867597,0.850574911,-0.255629867,-1.441664219,0.115902312,0.817894936,1.518476367
1763027699.435569,0.327848971,0.851086318,-0.255289048,-1.441664219,0.115902223,0.817895055,1.518476605
1763027699.440825,0.327817559,0.851698160,-0.254888237,-1.441664100,0.115902223,0.817894936,1.518476605
1763027699.446622,0.327782691,0.852212131,-0.254576921,-1.441664219,0.115902223,0.817895114,1.518476367
1763027699.451957,0.327741951,0.852813244,-0.254206926,-1.441663384,0.115902223,0.817895055,1.518476367
1763027699.457677,0.327714622,0.853308260,-0.253897548,-1.441663861,0.115902506,0.817894936,1.518476248
1763027699.462975,0.327682316,0.853905499,-0.253515124,-1.441663861,0.115902223,0.817895114,1.518476367
1763027699.468786,0.327649802,0.854400516,-0.253196537,-1.441663623,0.115902126,0.817895114,1.518476367
1763027699.474468,0.327601731,0.854977846,-0.252835870,-1.441663980,0.115902126,0.817895234,1.518476248
1763027699.479663,0.327551574,0.855559766,-0.252488613,-1.441663861,0.115902223,0.817894936,1.518476367
1763027699.486741,0.327512503,0.856145203,-0.252143055,-1.441663504,0.115902223,0.817894936,1.518476367
1763027699.491982,0.327484220,0.856706202,-0.251797557,-1.441663742,0.115902223,0.817894936,1.518476367
1763027699.497654,0.327459723,0.857165694,-0.251517117,-1.441664457,0.115902223,0.817895055,1.518476367
1763027699.502740,0.327418923,0.857734025,-0.251175761,-1.441664577,0.115902126,0.817894936,1.518476248
1763027699.507983,0.327378333,0.858205557,-0.250898004,-1.441664338,0.115901835,0.817894518,1.518476367
1763027699.513534,0.327336937,0.858667076,-0.250632077,-1.441664696,0.115901835,0.817894638,1.518476367
1763027699.518805,0.327290326,0.859229267,-0.250317276,-1.441665649,0.115901835,0.817894936,1.518476367
1763027699.566941,0.326985270,0.863815069,-0.248162612,-1.441664934,0.115901738,0.817894757,1.518476367
1763027699.574144,0.326953620,0.864479244,-0.247914672,-1.441663265,0.115901738,0.817894757,1.518476367
1763027699.579864,0.326923609,0.865017295,-0.247711599,-1.441663861,0.115901642,0.817894638,1.518476248
1763027699.586555,0.326888740,0.865563214,-0.247512177,-1.441664815,0.115901738,0.817894757,1.518476367
1763027699.591812,0.326848894,0.866115451,-0.247320071,-1.441664577,0.115901642,0.817894757,1.518476367
1763027699.597471,0.326813161,0.866559565,-0.247170269,-1.441664696,0.115901642,0.817894757,1.518476248
1763027699.602734,0.326768637,0.867072940,-0.247005835,-1.441664815,0.115901642,0.817894638,1.518476367
1763027699.607964,0.326731801,0.867517412,-0.246878326,-1.441665530,0.115901642,0.817894816,1.518476248
1763027699.613501,0.326697886,0.867965579,-0.246763274,-1.441664934,0.115901642,0.817894638,1.518476367
1763027699.618784,0.326660901,0.868487537,-0.246643439,-1.441664457,0.115901455,0.817894816,1.518476367
1763027699.624046,0.326631188,0.868911982,-0.246556610,-1.441664696,0.115901642,0.817894757,1.518476248
1763027699.629676,0.326598465,0.869428337,-0.246465594,-1.441664934,0.115901642,0.817894936,1.518476367
1763027699.634767,0.326572001,0.869853437,-0.246404886,-1.441664577,0.115901455,0.817894518,1.518476367
1763027699.640007,0.326546818,0.870264828,-0.246355399,-1.441664577,0.115901455,0.817894518,1.518476367
1763027699.645594,0.326522440,0.870662928,-0.246315852,-1.441664696,0.115901642,0.817894638,1.518476248
1763027699.651019,0.326491803,0.871138275,-0.246276721,-1.441664577,0.115901455,0.817894638,1.518476248
1763027699.656452,0.326465338,0.871544540,-0.246255204,-1.441664696,0.115901455,0.817894757,1.518476367
1763027699.661689,0.326437175,0.871943355,-0.246242926,-1.441663861,0.115901455,0.817894757,1.518476367
1763027699.666786,0.326402634,0.872407198,-0.246238604,-1.441663861,0.115901455,0.817894757,1.518476367
1763027699.709625,0.326140195,0.875567615,-0.246310815,-1.441663742,0.115901455,0.817894399,1.518476367
1763027699.714887,0.326090813,0.875995457,-0.246333465,-1.441663861,0.115901455,0.817894399,1.518476367
1763027699.720051,0.326045692,0.876331866,-0.246352464,-1.441664338,0.115901262,0.817894518,1.518476367
1763027699.725823,0.325987995,0.876742244,-0.246374086,-1.441666842,0.115901455,0.817894399,1.518476248
1763027699.730889,0.325935990,0.877103150,-0.246392369,-1.441667080,0.115901262,0.817894638,1.518476248
1763027699.735989,0.325879782,0.877465546,-0.246414006,-1.441664815,0.115901262,0.817894518,1.518476367
1763027699.741634,0.325823992,0.877806723,-0.246439233,-1.441663027,0.115901262,0.817894399,1.518476605
1763027699.746845,0.325757712,0.878196478,-0.246470511,-1.441663265,0.115901262,0.817894220,1.518476248
1763027699.752528,0.325703382,0.878520012,-0.246494591,-1.441664934,0.115901455,0.817894220,1.518476248
1763027699.757792,0.325630933,0.878933966,-0.246525154,-1.441666842,0.115901455,0.817894340,1.518476248
1763027699.763487,0.325563639,0.879295647,-0.246548638,-1.441665888,0.115901455,0.817894399,1.518476248
1763027699.768650,0.325495929,0.879649043,-0.246569917,-1.441664219,0.115901262,0.817894340,1.518476367
1763027699.774645,0.325415224,0.880030811,-0.246590048,-1.441660643,0.115901165,0.817894340,1.518476248
1763027699.779839,0.325334609,0.880404472,-0.246604607,-1.441662073,0.115901262,0.817894340,1.518476367
1763027699.786654,0.325244844,0.880787849,-0.246615216,-1.441665053,0.115901262,0.817894399,1.518476367
1763027699.791969,0.325142801,0.881203413,-0.246628881,-1.441666722,0.115901358,0.817894340,1.518476367
1763027699.797823,0.325038970,0.881619334,-0.246642306,-1.441664815,0.115901165,0.817894220,1.518476367
1763027699.802972,0.324955374,0.881937444,-0.246655539,-1.441658258,0.115901262,0.817894101,1.518476367
1763027699.808892,0.324852198,0.882297456,-0.246673033,-1.441658497,0.115901262,0.817893982,1.518476367
1763027699.851999,0.324762791,0.882600963,-0.246687487,-1.441658735,0.115901262,0.817893982,1.518476248
1763027699.890536,0.323122382,0.887025297,-0.246977910,-1.441660643,0.115900971,0.817893803,1.518476248
1763027699.896014,0.322978586,0.887357116,-0.247011289,-1.441656470,0.115900971,0.817894101,1.518476129
1763027699.901664,0.322858006,0.887624979,-0.247041315,-1.441654921,0.115900971,0.817893982,1.518476248
1763027699.906847,0.322710246,0.887928486,-0.247081995,-1.441655636,0.115900874,0.817894101,1.518476129
1763027699.912504,0.322586149,0.888187408,-0.247116640,-1.441658974,0.115900971,0.817894220,1.518476248
1763027699.917714,0.322435021,0.888490021,-0.247158885,-1.441659808,0.115900874,0.817893982,1.518476367
1763027699.922902,0.322304934,0.888751447,-0.247201726,-1.441660285,0.115900874,0.817893982,1.518476248
1763027699.927999,0.322169214,0.889022529,-0.247244686,-1.441659451,0.115900971,0.817893982,1.518476248
1763027699.933650,0.322025776,0.889279962,-0.247291550,-1.441655755,0.115900874,0.817893803,1.518476248
1763027699.938766,0.321855247,0.889576793,-0.247347146,-1.441656232,0.115900874,0.817893982,1.518476248
1763027699.944539,0.321713448,0.889812291,-0.247390658,-1.441656470,0.115900874,0.817893803,1.518476248
1763027699.949778,0.321538061,0.890094340,-0.247449070,-1.441658854,0.115900874,0.817893922,1.518476248
1763027699.955471,0.321385503,0.890335441,-0.247500375,-1.441660047,0.115900874,0.817893922,1.518476248
1763027699.960665,0.321232349,0.890578151,-0.247555852,-1.441659927,0.115900688,0.817894220,1.518476248
1763027699.966586,0.321056247,0.890867949,-0.247626022,-1.441659689,0.115900591,0.817893982,1.518476248
1763027699.971590,0.320887625,0.891160727,-0.247700453,-1.441658616,0.115900688,0.817893982,1.518476248
1763027699.976790,0.320747465,0.891391039,-0.247775763,-1.441658497,0.115900591,0.817894220,1.518476248
1763027699.982013,0.320603549,0.891609311,-0.247855648,-1.441658735,0.115900688,0.817894101,1.518476248
1763027700.020017,0.319348842,0.893290758,-0.248563856,-1.441658974,0.115900204,0.817894220,1.518476248
1763027700.063603,0.317775011,0.895123839,-0.249464884,-1.441660166,0.115899920,0.817894340,1.518476367
1763027700.068785,0.317519039,0.895369053,-0.249609649,-1.441660762,0.115899727,0.817894220,1.518476129
1763027700.074612,0.317291886,0.895572364,-0.249736622,-1.441660762,0.115899630,0.817894340,1.518476367
1763027700.079854,0.317024648,0.895800471,-0.249893740,-1.441660762,0.115899630,0.817894340,1.518476248
1763027700.086595,0.316765487,0.896033823,-0.250051498,-1.441660523,0.115899436,0.817894399,1.518476248
1763027700.091723,0.316513568,0.896268964,-0.250219822,-1.441660404,0.115899436,0.817894340,1.518476248
1763027700.097063,0.316301674,0.896467388,-0.250369996,-1.441660643,0.115899436,0.817894340,1.518476248
1763027700.102727,0.316034436,0.896710575,-0.250552326,-1.441660404,0.115899347,0.817893982,1.518476129
1763027700.108049,0.315807819,0.896912277,-0.250699967,-1.441660404,0.115899250,0.817894220,1.518476248
1763027700.113576,0.315526843,0.897128999,-0.250871181,-1.441660404,0.115899153,0.817894220,1.518476248
1763027700.118742,0.315274209,0.897301257,-0.251010597,-1.441660762,0.115899436,0.817894220,1.518476248
1763027700.124645,0.315011173,0.897478640,-0.251143217,-1.441661835,0.115899250,0.817894340,1.518476248
1763027700.129962,0.314692557,0.897692084,-0.251299381,-1.441661716,0.115899250,0.817894340,1.518476248
1763027700.135596,0.314432740,0.897863507,-0.251431674,-1.441661477,0.115899153,0.817894220,1.518476129
1763027700.140756,0.314123183,0.898062766,-0.251599580,-1.441661477,0.115898959,0.817894340,1.518476248
1763027700.146014,0.313863248,0.898236990,-0.251751125,-1.441661596,0.115899056,0.817894220,1.518476248
1763027700.151496,0.313603491,0.898422360,-0.251907140,-1.441661596,0.115898862,0.817894101,1.518476367
1763027700.157059,0.313294977,0.898647130,-0.252102792,-1.441661477,0.115898959,0.817894220,1.518476367
1763027700.162531,0.313033640,0.898831129,-0.252271950,-1.441661477,0.115898959,0.817894220,1.518476129
1763027700.237112,0.308613330,0.901083887,-0.254958034,-1.441661596,0.115898289,0.817894340,1.518476367
1763027700.242686,0.308286995,0.901210964,-0.255148053,-1.441661716,0.115897998,0.817894340,1.518476248
1763027700.247811,0.307888627,0.901355982,-0.255371898,-1.441661835,0.115898192,0.817894340,1.518476248
1763027700.253579,0.307554811,0.901467681,-0.255555630,-1.441662073,0.115898192,0.817894399,1.518476248
1763027700.258901,0.307139575,0.901603639,-0.255790770,-1.441662312,0.115897998,0.817894340,1.518476248
1763027700.264619,0.306796104,0.901727140,-0.255995750,-1.441662192,0.115897998,0.817894340,1.518476248
1763027700.269991,0.306387901,0.901882827,-0.256246805,-1.441661835,0.115898095,0.817894518,1.518476248
1763027700.275623,0.306049287,0.902005851,-0.256458580,-1.441661477,0.115897998,0.817894399,1.518476248
1763027700.280871,0.305650890,0.902139246,-0.256705761,-1.441661596,0.115897998,0.817894340,1.518476248
1763027700.287810,0.305188775,0.902289450,-0.256984621,-1.441661596,0.115897998,0.817894220,1.518476248
1763027700.293527,0.304849923,0.902401030,-0.257182896,-1.441661596,0.115897998,0.817894220,1.518476248
1763027700.298770,0.304434121,0.902542949,-0.257423967,-1.441661477,0.115897998,0.817894220,1.518476248
1763027700.304480,0.304072082,0.902657807,-0.257632017,-1.441661358,0.115897909,0.817894340,1.518476248
1763027700.309653,0.303703219,0.902759910,-0.257839233,-1.441660881,0.115897909,0.817894340,1.518476248
1763027700.315712,0.303259790,0.902867317,-0.258089513,-1.441661000,0.115897998,0.817894340,1.518476248
1763027700.321029,0.302819967,0.902978241,-0.258337289,-1.441661358,0.115897998,0.817894518,1.518476248
1763027700.326687,0.302450091,0.903080106,-0.258544743,-1.441662192,0.115897998,0.817894399,1.518476248
1763027700.331871,0.301990837,0.903202295,-0.258797348,-1.441662192,0.115897998,0.817894340,1.518476248
1763027700.337032,0.301601470,0.903300524,-0.258998513,-1.441662073,0.115897998,0.817894399,1.518476248
1763027700.412616,0.298644602,0.903895020,-0.260553956,-1.441662192,0.115897812,0.817894399,1.518476248
1763027700.417963,0.295149595,0.904457688,-0.262326360,-1.441662073,0.115897618,0.817894399,1.518476129
1763027700.423522,0.294744343,0.904531002,-0.262516290,-1.441662192,0.115897618,0.817894399,1.518476367
1763027700.428540,0.294344306,0.904602468,-0.262710094,-1.441662073,0.115897425,0.817894518,1.518476248
1763027700.433934,0.293851763,0.904679954,-0.262954265,-1.441662192,0.115897425,0.817894518,1.518476605
1763027700.438954,0.293436736,0.904739261,-0.263151169,-1.441662312,0.115897618,0.817894638,1.518476367
1763027700.444659,0.293028265,0.904794872,-0.263344705,-1.441663027,0.115897425,0.817894936,1.518476248
1763027700.449912,0.292547345,0.904860675,-0.263581932,-1.441663742,0.115897618,0.817894757,1.518476248
1763027700.455777,0.292051136,0.904923260,-0.263846964,-1.441663623,0.115897425,0.817894518,1.518476248
1763027700.461010,0.291616887,0.904978335,-0.264076591,-1.441663742,0.115897425,0.817894638,1.518476248
1763027700.466598,0.291180819,0.905037224,-0.264289260,-1.441663980,0.115897231,0.817894757,1.518476367
1763027700.471910,0.290671557,0.905110002,-0.264530778,-1.441664338,0.115897231,0.817894757,1.518476367
1763027700.477807,0.290166318,0.905176401,-0.264776707,-1.441664457,0.115897045,0.817894757,1.518476367
1763027700.483079,0.289731413,0.905227840,-0.264993131,-1.441664577,0.115896948,0.817894816,1.518476248
1763027700.489598,0.289211959,0.905289590,-0.265256196,-1.441664577,0.115896948,0.817894936,1.518476248
1763027700.494944,0.288700342,0.905346930,-0.265523851,-1.441664577,0.115896851,0.817894757,1.518476248
